iter	Passed	Remaining
401	17089	69206
402	17124	69136
403	17165	69085
404	17206	69036
405	17243	68973
406	17286	68933
407	17330	68899
408	17367	68831
409	17404	68770
410	17443	68711
411	17480	68649
412	17515	68579
413	17551	68508
414	17590	68453
415	17630	68403
416	17668	68345
417	17708	68292
418	17748	68241
419	17785	68177
420	17823	68120
421	17863	68068
422	17901	68009
423	17947	67980
424	17990	67940
425	18020	67851
426	18059	67796
427	18096	67736
428	18134	67677
429	18172	67618
430	18207	67551
431	18245	67491
432	18285	67441
433	18325	67389
434	18362	67328
435	18399	67269
436	18436	67206
437	18476	67155
438	18515	67102
439	18551	67037
440	18593	66994
441	18630	66933
442	18669	66881
443	18707	66823
444	18745	66766
445	18783	66711
446	18820	66650
447	18857	66590
448	18895	66533
449	18933	66477
450	18973	66428
451	19017	66394
452	19058	66345
453	19094	66283
454	19129	66217
455	19167	66162
456	19206	66107
457	19241	66043
458	19280	65991
459	19321	65944
460	19360	65893
461	19403	65854
462	19441	65800
463	19480	65748
464	19518	65691
465	19553	65627
466	19589	65565
467	19623	65494
468	19659	65432
469	19697	65379
470	19739	65336
471	19774	65271
472	19810	65211
473	19843	65140
474	19879	65078
475	19915	65016
476	19949	64951
477	19989	64901
478	20021	64828
479	20058	64773
480	20094	64713
481	20132	64656
482	20167	64594
483	20206	64543
484	20242	64485
485	20276	64417
486	20315	64365
487	20351	64306
488	20384	64239
489	20426	64198
490	20463	64141
491	20498	64079
492	20535	64021
493	20577	63980
494	20615	63928
495	20651	63869
496	20687	63810
497	20721	63745
498	20752	63671
499	20783	63597
500	20822	63549
501	20858	63490
502	20896	63436
503	20930	63374
504	20966	63316
505	20998	63244
506	21033	63184
507	21070	63127
508	21102	63059
509	21141	63011
510	21179	62957
511	21216	62903
512	21254	62852
513	21288	62787
514	21323	62729
515	21363	62682
516	21398	62623
517	21439	62580
518	21473	62516
519	21511	62464
520	21549	62415
521	21584	62354
522	21619	62294
523	21660	62252
524	21695	62194
525	21726	62122
526	21763	62069
527	21797	62006
528	21832	61947
529	21869	61893
530	21902	61830
531	21934	61762
532	21973	61715
533	22007	61654
534	22037	61582
535	22074	61529
536	22111	61475
537	22147	61419
538	22181	61358
539	22221	61314
540	22257	61260
541	22299	61219
542	22336	61168
543	22371	61110
544	22409	61059
545	22443	61000
546	22478	60941
547	22515	60889
548	22550	60832
549	22588	60784
550	22627	60736
551	22662	60678
552	22697	60621
553	22733	60569
554	22767	60507
555	22807	60464
556	22842	60408
557	22877	60350
558	22918	60308
559	22955	60259
560	22991	60204
561	23030	60156
562	23063	60096
563	23101	60046
564	23139	59998
565	23174	59942
566	23210	59888
567	23247	59838
568	23288	59797
569	23330	59759
570	23365	59701
571	23398	59642
572	23432	59583
573	23463	59518
574	23500	59467
575	23534	59409
576	23572	59361
577	23608	59306
578	23645	59257
579	23684	59211
580	23719	59155
581	23753	59098
582	23788	59042
583	23823	58988
584	23859	58934
585	23894	58879
586	23931	58829
587	23963	58768
588	23997	58711
589	24034	58660
590	24069	58605
591	24102	58545
592	24138	58494
593	24172	58437
594	24206	58381
595	24244	58332
596	24277	58273
597	24312	58220
598	24351	58174
599	24391	58131
600	24427	58080
601	24466	58036
602	24502	57985
603	24540	57937
604	24574	57880
605	24609	57828
606	24646	57779
607	24694	57755
608	24728	57699
609	24763	57646
610	24796	57587
611	24830	57532
612	24864	57477
613	24901	57426
614	24936	57374
615	24973	57325
616	25011	57279
617	25048	57229
618	25085	57181
619	25119	57126
620	25154	57073
621	25194	57031
622	25230	56981
623	25264	56925
624	25303	56881
625	25340	56833
626	25377	56785
627	25413	56735
628	25450	56688
629	25484	56632
630	25515	56571
631	25551	56519
632	25587	56470
633	25622	56418
634	25661	56374
635	25702	56334
636	25736	56281
637	25767	56220
638	25804	56171
639	25838	56117
640	25872	56063
641	25910	56018
642	25946	55968
643	25981	55916
644	26017	55866
645	26053	55816
646	26088	55765
647	26128	55724
648	26169	55685
649	26207	55639
650	26242	55589
651	26278	55539
652	26310	55482
653	26347	55435
654	26384	55388
655	26420	55338
656	26454	55284
657	26494	55243
658	26533	55201
659	26569	55150
660	26602	55097
661	26640	55051
662	26677	55004
663	26712	54954
664	26748	54904
665	26781	54849
666	26815	54797
667	26854	54754
668	26889	54702
669	26927	54659
670	26963	54610
671	26993	54549
672	27029	54499
673	27067	54456
674	27104	54410
675	27140	54361
676	27179	54318
677	27213	54266
678	27250	54219
679	27284	54168
680	27322	54123
681	27359	54076
682	27395	54028
683	27432	53982
684	27469	53935
685	27508	53893
686	27546	53850
687	27584	53805
688	27618	53753
689	27654	53706
690	27688	53653
691	27725	53607
692	27763	53563
693	27794	53506
694	27830	53458
695	27867	53413
696	27904	53366
697	27938	53315
698	27975	53270
699	28012	53223
700	28045	53171
701	28079	53119
702	28113	53066
703	28146	53013
704	28184	52970
705	28218	52920
706	28256	52876
707	28294	52832
708	28333	52790
709	28371	52746
710	28408	52702
711	28445	52656
712	28480	52606
713	28516	52560
714	28552	52512
715	28589	52467
716	28630	52428
717	28666	52381
718	28702	52334
719	28742	52294
720	28777	52246
721	28815	52202
722	28852	52158
723	28888	52110
724	28923	52062
725	28957	52011
726	28998	51973
727	29030	51919
728	29067	51874
729	29104	51830
730	29143	51787
731	29174	51733
732	29209	51684
733	29243	51634
734	29279	51588
735	29317	51544
736	29352	51496
737	29387	51448
738	29426	51406
739	29464	51363
740	29498	51313
741	29531	51262
742	29565	51212
743	29598	51160
744	29633	51113
745	29670	51067
746	29707	51024
747	29744	50979
748	29779	50930
749	29819	50891
750	29854	50843
751	29895	50805
752	29935	50767
753	29970	50719
754	30004	50669
755	30039	50622
756	30073	50572
757	30104	50518
758	30140	50472
759	30179	50432
760	30220	50393
761	30261	50356
762	30296	50309
763	30334	50266
764	30371	50222
765	30409	50179
766	30448	50138
767	30485	50095
768	30522	50050
769	30566	50017
770	30599	49967
771	30633	49918
772	30670	49874
773	30707	49830
774	30747	49790
775	30785	49748
776	30818	49698
777	30855	49653
778	30889	49605
779	30924	49559
780	30960	49513
781	31000	49473
782	31036	49427
783	31072	49383
784	31109	49339
785	31144	49292
786	31177	49242
787	31217	49203
788	31253	49157
789	31296	49123
790	31337	49085
791	31372	49038
792	31408	48993
793	31444	48948
794	31483	48908
795	31521	48865
796	31556	48818
797	31596	48780
798	31633	48736
799	31671	48694
800	31710	48654
801	31748	48613
802	31789	48575
803	31833	48541
804	31870	48498
805	31915	48466
806	31966	48444
807	32001	48397
808	32036	48351
809	32074	48309
810	32112	48268
811	32151	48226
812	32186	48180
813	32221	48134
814	32258	48090
815	32297	48050
816	32334	48007
817	32372	47964
818	32411	47925
819	32452	47887
820	32488	47842
821	32527	47801
822	32563	47757
823	32602	47717
824	32667	47714
825	32714	47685
826	32750	47641
827	32785	47595
828	32824	47554
829	32863	47513
830	32901	47471
831	32941	47432
832	32978	47389
833	33014	47345
834	33054	47305
835	33089	47259
836	33129	47220
837	33163	47172
838	33198	47127
839	33235	47083
840	33269	47036
841	33303	46989
842	33338	46942
843	33376	46901
844	33408	46851
845	33443	46804
846	33476	46756
847	33516	46717
848	33553	46674
849	33592	46633
850	33629	46591
851	33665	46547
852	33698	46497
853	33730	46449
854	33768	46407
855	33806	46365
856	33839	46316
857	33875	46272
858	33915	46233
859	33956	46196
860	33994	46154
861	34029	46109
862	34067	46067
863	34107	46029
864	34148	45991
865	34191	45956
866	34224	45908
867	34259	45863
868	34299	45824
869	34333	45778
870	34371	45736
871	34407	45692
872	34456	45665
873	34493	45623
874	34531	45581
875	34565	45535
876	34604	45494
877	34638	45447
878	34669	45397
879	34709	45359
880	34746	45316
881	34785	45276
882	34821	45232
883	34855	45186
884	34890	45141
885	34928	45099
886	34963	45053
887	35003	45015
888	35042	44976
889	35080	44934
890	35121	44896
891	35159	44856
892	35194	44811
893	35225	44760
894	35261	44716
895	35295	44671
896	35331	44627
897	35367	44583
898	35402	44538
899	35441	44498
900	35478	44456
901	35514	44412
902	35551	44370
903	35584	44323
904	35621	44280
905	35654	44233
906	35690	44190
907	35725	44144
908	35766	44108
909	35801	44063
910	35835	44017
911	35869	43971
912	35904	43927
913	35940	43883
914	35975	43838
915	36010	43794
916	36046	43751
917	36087	43713
918	36120	43666
919	36156	43623
920	36192	43579
921	36224	43531
922	36263	43492
923	36300	43450
924	36333	43403
925	36369	43360
926	36404	43316
927	36442	43275
928	36480	43234
929	36516	43191
930	36550	43146
931	36586	43102
932	36624	43061
933	36658	43016
934	36694	42974
935	36734	42935
936	36769	42890
937	36805	42848
938	36841	42804
939	36880	42766
940	36915	42721
941	36951	42678
942	36990	42638
943	37025	42594
944	37059	42549
945	37093	42505
946	37131	42463
947	37164	42417
948	37199	42374
949	37233	42328
950	37269	42286
951	37305	42242
952	37340	42199
953	37377	42156
954	37413	42114
955	37450	42072
956	37483	42027
957	37520	41984
958	37552	41938
959	37584	41891
960	37620	41848
961	37655	41804
962	37692	41763
963	37728	41720
964	37763	41676
965	37798	41633
966	37837	41594
967	37873	41550
968	37908	41507
969	37948	41469
970	37982	41424
971	38017	41381
972	38060	41346
973	38096	41304
974	38132	41261
975	38170	41220
976	38207	41179
977	38247	41141
978	38282	41097
979	38316	41053
980	38356	41014
981	38392	40973
982	38429	40931
983	38468	40892
984	38505	40850
985	38542	40809
986	38578	40767
987	38614	40724
988	38652	40684
989	38683	40637
990	38723	40599
991	38765	40563
992	38803	40522
993	38837	40478
994	38873	40436
995	38904	40388
996	38937	40343
997	38975	40302
998	39009	40259
999	39045	40216
1000	39080	40173
1001	39116	40131
1002	39150	40087
1003	39187	40045
1004	39214	39994
1005	39253	39955
1006	39293	39918
1007	39338	39884
1008	39374	39842
1009	39408	39798
1010	39442	39755
1011	39482	39716
1012	39517	39673
1013	39555	39633
1014	39589	39589
1015	39623	39545
1016	39656	39500
1017	39693	39459
1018	39726	39415
1019	39759	39370
1020	39798	39331
1021	39831	39286
1022	39866	39243
1023	39902	39201
1024	39936	39157
1025	39971	39114
1026	40009	39074
1027	40044	39031
1028	40079	38988
1029	40115	38946
1030	40144	38898
1031	40180	38856
1032	40214	38812
1033	40249	38770
1034	40284	38727
1035	40326	38691
1036	40364	38652
1037	40400	38610
1038	40433	38565
1039	40465	38519
1040	40499	38476
1041	40535	38434
1042	40569	38391
1043	40607	38351
1044	40640	38307
1045	40677	38266
1046	40710	38221
1047	40747	38181
1048	40783	38139
1049	40819	38097
1050	40853	38054
1051	40883	38007
1052	40919	37965
1053	40952	37921
1054	40988	37880
1055	41025	37839
1056	41060	37797
1057	41095	37754
1058	41131	37713
1059	41165	37670
1060	41203	37630
1061	41239	37589
1062	41273	37545
1063	41306	37501
1064	41346	37464
1065	41384	37424
1066	41422	37385
1067	41460	37345
1068	41494	37302
1069	41527	37258
1070	41565	37218
1071	41600	37176
1072	41636	37135
1073	41671	37092
1074	41707	37051
1075	41741	37008
1076	41777	36967
1077	41815	36928
1078	41850	36886
1079	41886	36844
1080	41922	36803
1081	41954	36758
1082	41987	36714
1083	42022	36673
1084	42053	36626
1085	42088	36584
1086	42123	36543
1087	42161	36503
1088	42197	36462
1089	42228	36417
1090	42262	36374
1091	42298	36333
1092	42333	36291
1093	42367	36248
1094	42403	36207
1095	42441	36167
1096	42480	36129
1097	42516	36088
1098	42553	36048
1099	42589	36007
1100	42623	35964
1101	42656	35921
1102	42695	35882
1103	42732	35842
1104	42770	35803
1105	42803	35760
1106	42839	35719
1107	42876	35678
1108	42919	35643
1109	42974	35618
1110	43024	35588
1111	43070	35556
1112	43122	35528
1113	43172	35498
1114	43206	35456
1115	43242	35415
1116	43276	35372
1117	43313	35332
1118	43352	35294
1119	43386	35251
1120	43424	35211
1121	43460	35170
1122	43496	35130
1123	43537	35093
1124	43575	35053
1125	43615	35016
1126	43650	34975
1127	43688	34935
1128	43730	34899
1129	43765	34857
1130	43806	34820
1131	43843	34780
1132	43877	34738
1133	43915	34698
1134	43953	34659
1135	43990	34619
1136	44026	34578
1137	44064	34539
1138	44101	34499
1139	44134	34455
1140	44169	34414
1141	44209	34376
1142	44249	34339
1143	44286	34298
1144	44327	34261
1145	44371	34227
1146	44417	34193
1147	44459	34158
1148	44501	34121
1149	44545	34086
1150	44583	34047
1151	44631	34016
1152	44672	33979
1153	44716	33944
1154	44759	33908
1155	44797	33869
1156	44835	33830
1157	44874	33791
1158	44911	33751
1159	44953	33715
1160	44987	33672
1161	45024	33632
1162	45066	33596
1163	45101	33554
1164	45141	33517
1165	45181	33479
1166	45215	33437
1167	45252	33396
1168	45293	33360
1169	45331	33320
1170	45369	33281
1171	45407	33241
1172	45445	33203
1173	45483	33163
1174	45523	33125
1175	45554	33081
1176	45589	33040
1177	45632	33003
1178	45671	32965
1179	45718	32932
1180	45754	32892
1181	45795	32855
1182	45834	32816
1183	45871	32776
1184	45911	32738
1185	45946	32697
1186	45981	32655
1187	46022	32618
1188	46057	32577
1189	46093	32536
1190	46129	32495
1191	46169	32458
1192	46208	32419
1193	46247	32381
1194	46281	32338
1195	46318	32298
1196	46355	32259
1197	46393	32219
1198	46433	32181
1199	46471	32143
1200	46511	32105
1201	46549	32066
1202	46586	32025
1203	46619	31983
1204	46661	31946
1205	46698	31906
1206	46742	31871
1207	46789	31838
1208	46832	31802
1209	46868	31761
1210	46906	31723
1211	46945	31684
1212	46981	31643
1213	47020	31605
1214	47054	31563
1215	47092	31524
1216	47128	31483
1217	47166	31444
1218	47202	31403
1219	47237	31362
1220	47277	31324
1221	47317	31286
1222	47354	31247
1223	47392	31207
1224	47429	31167
1225	47471	31131
1226	47506	31090
1227	47544	31051
1228	47580	31010
1229	47614	30969
1230	47651	30928
1231	47689	30890
1232	47725	30849
1233	47770	30814
1234	47811	30777
1235	47854	30741
1236	47895	30704
1237	47932	30664
1238	47964	30621
1239	48005	30583
1240	48043	30545
1241	48082	30506
1242	48118	30466
1243	48155	30426
1244	48195	30388
1245	48234	30349
1246	48270	30309
1247	48306	30268
1248	48345	30230
1249	48383	30191
1250	48423	30153
1251	48457	30111
1252	48498	30074
1253	48537	30035
1254	48576	29997
1255	48614	29958
1256	48646	29915
1257	48684	29876
1258	48717	29833
1259	48752	29793
1260	48791	29754
1261	48832	29717
1262	48876	29681
1263	48918	29645
1264	48957	29606
1265	49001	29571
1266	49039	29531
1267	49076	29492
1268	49115	29453
1269	49152	29414
1270	49186	29372
1271	49223	29332
1272	49260	29292
1273	49298	29253
1274	49335	29214
1275	49372	29174
1276	49410	29135
1277	49446	29095
1278	49482	29055
1279	49519	29015
1280	49561	28978
1281	49595	28937
1282	49633	28898
1283	49669	28858
1284	49705	28817
1285	49745	28779
1286	49786	28742
1287	49822	28701
1288	49865	28665
1289	49906	28628
1290	49948	28591
1291	49985	28552
1292	50024	28513
1293	50065	28476
1294	50103	28437
1295	50141	28398
1296	50179	28359
1297	50215	28318
1298	50255	28280
1299	50293	28241
1300	50332	28203
1301	50375	28166
1302	50409	28125
1303	50448	28087
1304	50490	28050
1305	50524	28008
1306	50559	27968
1307	50598	27929
1308	50635	27890
1309	50671	27849
1310	50707	27809
1311	50745	27770
1312	50784	27732
1313	50822	27693
1314	50860	27654
1315	50901	27616
1316	50938	27576
1317	50975	27537
1318	51019	27501
1319	51056	27462
1320	51096	27424
1321	51136	27386
1322	51172	27346
1323	51207	27305
1324	51246	27267
1325	51283	27227
1326	51321	27188
1327	51351	27145
1328	51395	27109
1329	51429	27068
1330	51468	27029
1331	51505	26989
1332	51541	26949
1333	51579	26910
1334	51619	26873
1335	51658	26834
1336	51696	26795
1337	51731	26755
1338	51767	26714
1339	51803	26675
1340	51843	26636
1341	51882	26598
1342	51920	26559
1343	51959	26520
1344	51995	26480
1345	52033	26441
1346	52069	26401
1347	52107	26363
1348	52143	26323
1349	52179	26283
1350	52214	26242
1351	52252	26203
1352	52287	26162
1353	52321	26122
1354	52354	26080
1355	52393	26042
1356	52429	26002
1357	52461	25960
1358	52497	25920
1359	52537	25882
1360	52578	25844
1361	52615	25805
1362	52650	25764
1363	52685	25724
1364	52726	25687
1365	52768	25650
1366	52805	25610
1367	52841	25570
1368	52882	25533
1369	52918	25493
1370	52956	25454
1371	52992	25414
1372	53027	25374
1373	53067	25336
1374	53102	25296
1375	53142	25258
1376	53185	25221
1377	53221	25181
1378	53259	25142
1379	53296	25103
1380	53335	25064
1381	53376	25027
1382	53413	24988
1383	53451	24949
1384	53487	24909
1385	53524	24869
1386	53564	24831
1387	53605	24794
1388	53641	24754
1389	53678	24715
1390	53716	24676
1391	53751	24636
1392	53783	24594
1393	53821	24555
1394	53856	24515
1395	53897	24477
1396	53934	24438
1397	53971	24398
1398	54007	24359
1399	54041	24318
1400	54077	24278
1401	54116	24240
1402	54152	24200
1403	54186	24160
1404	54228	24122
1405	54267	24084
1406	54308	24046
1407	54351	24010
1408	54382	23968
1409	54421	23929
1410	54458	23890
1411	54501	23854
1412	54533	23812
1413	54572	23774
1414	54611	23735
1415	54648	23696
1416	54687	23657
1417	54728	23620
1418	54766	23581
1419	54803	23542
1420	54841	23503
1421	54879	23464
1422	54915	23424
1423	54986	23400
1424	55036	23366
1425	55072	23326
1426	55113	23289
1427	55149	23249
1428	55184	23209
1429	55222	23170
1430	55258	23130
1431	55299	23092
1432	55338	23054
1433	55380	23017
1434	55419	22979
1435	55460	22941
1436	55498	22902
1437	55535	22862
1438	55572	22823
1439	55609	22784
1440	55642	22743
1441	55683	22705
1442	55719	22666
1443	55758	22627
1444	55796	22589
1445	55833	22549
1446	55872	22511
1447	55915	22474
1448	55953	22435
1449	55990	22396
1450	56031	22358
1451	56071	22320
1452	56111	22282
1453	56150	22244
1454	56184	22203
1455	56221	22164
1456	56253	22122
1457	56290	22083
1458	56329	22045
1459	56371	22007
1460	56408	21968
1461	56446	21930
1462	56483	21890
1463	56520	21851
1464	56559	21813
1465	56595	21773
1466	56634	21734
1467	56669	21694
1468	56700	21653
1469	56741	21615
1470	56774	21575
1471	56805	21533
1472	56841	21493
1473	56874	21453
1474	56912	21414
1475	56951	21376
1476	56988	21336
1477	57025	21297
1478	57064	21259
1479	57101	21220
1480	57140	21181
1481	57176	21142
1482	57213	21103
1483	57248	21062
1484	57285	21023
1485	57327	20986
1486	57366	20948
1487	57403	20909
1488	57445	20871
1489	57480	20831
1490	57513	20791
1491	57550	20752
1492	57588	20713
1493	57628	20675
1494	57664	20635
1495	57698	20595
1496	57737	20557
1497	57774	20517
1498	57813	20479
1499	57852	20441
1500	57888	20401
1501	57924	20362
1502	57964	20324
1503	58001	20285
1504	58036	20245
1505	58074	20206
1506	58112	20167
1507	58148	20128
1508	58188	20090
1509	58221	20049
1510	58262	20012
1511	58302	19973
1512	58341	19935
1513	58379	19896
1514	58417	19858
1515	58450	19817
1516	58489	19779
1517	58529	19741
1518	58566	19702
1519	58609	19665
1520	58646	19626
1521	58686	19587
1522	58721	19548
1523	58758	19508
1524	58801	19472
1525	58838	19432
1526	58874	19393
1527	58917	19356
1528	58954	19317
1529	58991	19278
1530	59025	19238
1531	59064	19199
1532	59101	19160
1533	59138	19121
1534	59176	19082
1535	59215	19044
1536	59251	19005
1537	59291	18967
1538	59327	18927
1539	59363	18888
1540	59403	18850
1541	59439	18811
1542	59478	18772
1543	59515	18733
1544	59558	18696
1545	59599	18658
1546	59636	18619
1547	59675	18581
1548	59714	18542
1549	59753	18504
