iter	Logloss
816	0.2174426358
817	0.2174081196
818	0.2173689401
819	0.2173210411
820	0.2172884843
821	0.2172673146
822	0.2172423892
823	0.2172105865
824	0.2171717539
825	0.2171520704
826	0.2171316506
827	0.2171130969
828	0.217079556
829	0.2170585855
830	0.2170397777
831	0.2170164725
832	0.2169825534
833	0.2169705667
834	0.2169463567
835	0.2169224406
836	0.2168940167
837	0.2168654597
838	0.2168408372
839	0.2168094368
840	0.2167951807
841	0.2167632704
842	0.2167416377
843	0.2167042563
844	0.2166912403
845	0.2166651391
846	0.2166335949
847	0.2165945444
848	0.2165716735
849	0.2165365541
850	0.2165100513
851	0.2164899838
852	0.2164740457
853	0.2164516775
854	0.2164246313
855	0.2163958263
856	0.2163809891
857	0.2163543928
858	0.2163234186
859	0.2163057478
860	0.2162835507
861	0.2162614628
862	0.2162303096
863	0.2162042669
864	0.2161796398
865	0.2161439731
866	0.2161254447
867	0.2160985756
868	0.2160754972
869	0.2160490305
870	0.2160114293
871	0.2159833176
872	0.2159549842
873	0.2159292419
874	0.2158993666
875	0.215863996
876	0.2158395714
877	0.2158181258
878	0.2158037892
879	0.2157709733
880	0.2157417416
881	0.2157141398
882	0.2156867967
883	0.2156688189
884	0.2156479428
885	0.2156213744
886	0.2156023037
887	0.2155642461
888	0.215536287
889	0.2155044594
890	0.2154649127
891	0.2154355439
892	0.2154053123
893	0.2153977805
894	0.215366766
895	0.2153227649
896	0.2152910439
897	0.2152657298
898	0.2152393109
899	0.215213941
900	0.2151852225
901	0.215158624
902	0.2151210137
903	0.2151025709
904	0.2150708042
905	0.2150555228
906	0.2150253549
907	0.21499655
908	0.2149736207
909	0.2149430529
910	0.2149255691
911	0.2149129536
912	0.2148824415
913	0.2148647027
914	0.2148406238
915	0.2148153847
916	0.2147992271
917	0.2147632563
918	0.214747042
919	0.2147266695
920	0.2147032157
921	0.2146789299
922	0.2146468693
923	0.2146071807
924	0.2145945875
925	0.2145727154
926	0.2145509816
927	0.2145010368
928	0.2144536425
929	0.2144178675
930	0.2143976824
931	0.2143725933
932	0.2143332154
933	0.214317001
934	0.2142795412
935	0.2142457629
936	0.2142302101
937	0.2142009933
938	0.2141701208
939	0.2141352852
940	0.2141145332
941	0.2140900891
942	0.214061687
943	0.2140417383
944	0.2140155855
945	0.2139973319
946	0.2139726731
947	0.213962208
948	0.2139407025
949	0.2139202656
950	0.213892303
951	0.2138566509
952	0.2138309127
953	0.2137943353
954	0.2137558816
955	0.2137303188
956	0.2137077994
957	0.2136809757
958	0.2136653119
959	0.2136507054
960	0.2136276071
961	0.2136056215
962	0.2135716747
963	0.2135528808
964	0.2135206604
965	0.2134959977
966	0.2134584502
967	0.2134268992
968	0.2133895274
969	0.2133552514
970	0.2133426746
971	0.2133189475
972	0.2132826846
973	0.2132466334
974	0.2132137297
975	0.2131808433
976	0.2131556299
977	0.2131243227
978	0.2130863403
979	0.2130630708
980	0.2130319954
981	0.2130018968
982	0.2129671134
983	0.2129354386
984	0.2129039483
985	0.2128719907
986	0.2128457644
987	0.2128126917
988	0.2127817726
989	0.2127679264
990	0.212746897
991	0.2127228859
992	0.2126897964
993	0.2126502233
994	0.2126306222
995	0.2126201118
996	0.2126075627
997	0.2125768344
998	0.2125501435
999	0.2125152286
1000	0.2124987538
1001	0.2124707985
1002	0.2124438183
1003	0.2124289421
1004	0.2124276136
1005	0.2123936822
1006	0.2123653372
1007	0.212348587
1008	0.2123156599
1009	0.2122924248
1010	0.2122756214
1011	0.2122445337
1012	0.21222034
1013	0.2121786416
1014	0.2121587023
1015	0.2121354311
1016	0.2121133081
1017	0.212073911
1018	0.2120535812
1019	0.2120321895
1020	0.2120025695
1021	0.2119723483
1022	0.211945758
1023	0.2119254687
1024	0.2119103899
1025	0.2118901483
1026	0.2118619027
1027	0.211836738
1028	0.2118176899
1029	0.2117976373
1030	0.211788903
1031	0.2117675388
1032	0.2117472317
1033	0.2117212032
1034	0.2116989465
1035	0.2116729949
1036	0.2116419845
1037	0.2116108244
1038	0.2115858765
1039	0.2115703398
1040	0.2115430566
1041	0.2115181963
1042	0.211494898
1043	0.2114608318
1044	0.2114467805
1045	0.2114132456
1046	0.211396197
1047	0.2113652562
1048	0.211352366
1049	0.2113296337
1050	0.2113128309
1051	0.2113050492
1052	0.211278045
1053	0.2112591475
1054	0.2112309262
1055	0.211200946
1056	0.2111744223
1057	0.2111546947
1058	0.2111309618
1059	0.2111108701
1060	0.2110808324
1061	0.2110459986
1062	0.2110294456
1063	0.2110073614
1064	0.2109728471
1065	0.2109329226
1066	0.2109118176
1067	0.210887555
1068	0.2108662171
1069	0.2108463334
1070	0.2108175849
1071	0.2107845767
1072	0.2107676009
1073	0.2107543213
1074	0.2107250188
1075	0.2106909935
1076	0.2106772046
1077	0.2106479096
1078	0.2106323908
1079	0.2106082947
1080	0.2105624547
1081	0.2105538265
1082	0.2105332225
1083	0.2104996792
1084	0.2104903732
1085	0.2104653685
1086	0.2104294025
1087	0.2103954877
1088	0.2103654567
1089	0.210356158
1090	0.210334792
1091	0.2103111682
1092	0.210286987
1093	0.2102673545
1094	0.2102306002
1095	0.2101990966
1096	0.2101713764
1097	0.2101502492
1098	0.210119635
1099	0.2101013111
1100	0.2100914539
1101	0.2100767071
1102	0.2100445552
1103	0.2100056676
1104	0.2099789231
1105	0.2099725631
1106	0.2099485648
1107	0.2099230319
1108	0.2098943099
1109	0.2098583765
1110	0.2098307217
1111	0.2098143306
1112	0.2097816532
1113	0.2097393764
1114	0.2097231537
1115	0.2097075949
1116	0.2096903476
1117	0.2096680572
1118	0.2096377924
1119	0.2096235495
1120	0.2096094302
1121	0.2095906573
1122	0.2095758935
1123	0.2095473147
1124	0.2095280756
1125	0.2094925414
1126	0.2094807171
1127	0.2094524144
1128	0.2094211483
1129	0.2094046232
1130	0.2093737408
1131	0.2093592504
1132	0.2093493982
1133	0.2093224881
1134	0.2092925966
1135	0.2092681589
1136	0.2092278919
1137	0.2091972231
1138	0.2091723209
1139	0.2091554106
1140	0.2091339977
1141	0.2090979816
1142	0.209071211
1143	0.2090424584
1144	0.2090227985
1145	0.2089922161
1146	0.2089446443
1147	0.2089194694
1148	0.2088816135
1149	0.2088469756
1150	0.2088280571
1151	0.2087987795
1152	0.2087786209
1153	0.2087512387
1154	0.2087231565
1155	0.2087032519
1156	0.2086765024
1157	0.2086480292
1158	0.2086240521
1159	0.2085935623
1160	0.2085845506
1161	0.2085618615
1162	0.208524825
1163	0.2085116537
1164	0.2084813149
1165	0.2084384512
1166	0.2084255691
1167	0.2084107223
1168	0.2083683847
1169	0.2083445407
1170	0.208322876
1171	0.2083011497
1172	0.2082756177
1173	0.2082525828
1174	0.2082272233
1175	0.2082257476
1176	0.208212689
1177	0.2081963301
1178	0.2081755815
1179	0.208148764
1180	0.2081354639
1181	0.2081148061
1182	0.2080960016
1183	0.2080748184
1184	0.2080583811
1185	0.2080437113
1186	0.208028271
1187	0.2079820482
1188	0.2079684781
1189	0.2079560172
1190	0.2079456241
1191	0.2079244562
1192	0.2078983804
1193	0.2078761205
1194	0.207864421
1195	0.207838893
1196	0.2078130518
1197	0.2077899404
1198	0.2077569115
1199	0.2077253079
1200	0.207692454
1201	0.2076730567
1202	0.2076430765
1203	0.2076301247
1204	0.2075885494
1205	0.2075671858
1206	0.2075418625
1207	0.2075284089
1208	0.2075000853
1209	0.2074859384
1210	0.2074635409
1211	0.2074369943
1212	0.2074162674
1213	0.2074091838
1214	0.2073974431
1215	0.2073626965
1216	0.2073454703
1217	0.207325045
1218	0.2072867732
1219	0.2072653757
1220	0.207227989
1221	0.2071897431
1222	0.2071620307
1223	0.2071506042
1224	0.2071171653
1225	0.2070878623
1226	0.2070645109
1227	0.2070449704
1228	0.2070199331
1229	0.2070011958
1230	0.206973192
1231	0.2069471568
1232	0.2069193126
1233	0.2068923823
1234	0.2068630856
1235	0.2068256868
1236	0.2067882248
1237	0.2067686568
1238	0.2067611779
1239	0.2067301952
1240	0.2066996717
1241	0.206675887
1242	0.2066454963
1243	0.2066158729
1244	0.2065939613
1245	0.2065716515
1246	0.2065430769
1247	0.2065254885
1248	0.2064936355
1249	0.2064699604
1250	0.2064489429
1251	0.2064372606
1252	0.2064045604
1253	0.206378334
1254	0.2063477748
1255	0.2063392511
1256	0.206330251
1257	0.2063051779
1258	0.206294136
1259	0.2062833491
1260	0.2062601955
1261	0.2062325221
1262	0.2062080792
1263	0.2061859834
1264	0.2061592599
1265	0.2061261397
1266	0.2060958691
1267	0.2060657796
1268	0.2060427228
1269	0.2060248779
1270	0.2060084744
1271	0.20599
1272	0.2059697556
1273	0.2059438455
1274	0.2059273088
1275	0.2059022125
1276	0.2058879818
1277	0.205869138
1278	0.2058388367
1279	0.2058072855
1280	0.2057605012
1281	0.2057363748
1282	0.2057062163
1283	0.2056826488
1284	0.205655657
1285	0.2056189866
1286	0.205576186
1287	0.2055602795
1288	0.205540583
1289	0.205514506
1290	0.2054936576
1291	0.2054826198
1292	0.2054483869
1293	0.2054157279
1294	0.2053840382
1295	0.205347483
1296	0.2053085873
1297	0.2052943589
1298	0.2052729317
1299	0.2052387466
1300	0.2052095448
1301	0.2051814736
1302	0.2051656458
1303	0.2051388598
1304	0.2051067656
1305	0.2050857072
1306	0.2050595839
1307	0.2050356493
1308	0.2050138564
1309	0.2049904459
1310	0.2049797159
1311	0.2049481709
1312	0.2049128004
1313	0.2048903411
1314	0.2048641637
1315	0.2048297475
1316	0.2048044185
1317	0.2047753623
1318	0.2047381755
1319	0.2047208232
1320	0.2046965673
1321	0.2046672402
1322	0.2046403611
1323	0.2046283581
1324	0.2046071462
1325	0.2045795099
1326	0.2045667687
1327	0.2045620845
1328	0.2045281007
1329	0.2045113465
1330	0.2044793205
1331	0.2044531403
1332	0.2044291755
1333	0.2044108087
1334	0.2043769825
1335	0.2043451537
1336	0.2043151202
1337	0.2042945055
1338	0.2042803798
1339	0.2042522408
1340	0.2042307275
1341	0.2042075222
1342	0.2041741912
1343	0.2041401572
1344	0.204109951
1345	0.204073637
1346	0.2040602217
1347	0.2040346134
1348	0.2040148392
1349	0.2039991445
1350	0.2039818061
1351	0.2039552198
1352	0.2039397636
1353	0.2039259884
1354	0.2039208977
1355	0.2038950567
1356	0.2038722725
1357	0.2038643566
1358	0.2038442113
1359	0.2038096094
1360	0.20378194
1361	0.2037702309
1362	0.2037574868
1363	0.2037370197
1364	0.2037071656
1365	0.2036800007
1366	0.2036439731
1367	0.2036279176
1368	0.203606765
1369	0.2035912577
1370	0.2035505166
1371	0.2035311763
1372	0.2035159646
1373	0.2034829861
1374	0.2034725927
1375	0.2034441573
1376	0.2034345824
1377	0.2034075609
1378	0.203374553
1379	0.2033483225
1380	0.2033207597
1381	0.2032832433
1382	0.2032616907
1383	0.2032383837
1384	0.2032181305
1385	0.2031943548
1386	0.2031665343
1387	0.2031338663
1388	0.2030995659
1389	0.2030817492
1390	0.2030631032
1391	0.2030401282
1392	0.203033527
1393	0.2030042489
1394	0.2029875539
1395	0.2029623493
1396	0.2029383072
1397	0.2029061906
1398	0.2028856508
1399	0.2028658628
1400	0.2028407776
1401	0.2028077176
1402	0.2027930634
1403	0.2027803858
1404	0.2027573948
1405	0.2027389065
1406	0.2027102177
1407	0.2026887145
1408	0.2026815808
1409	0.2026505539
1410	0.2026196486
1411	0.2025907047
1412	0.2025844696
1413	0.2025588331
1414	0.2025354362
1415	0.2024981372
1416	0.2024673779
1417	0.2024388765
1418	0.2023978616
1419	0.202368575
1420	0.202340788
1421	0.202319155
1422	0.2023132196
1423	0.2022776633
1424	0.2022498233
1425	0.2022272659
1426	0.2021988474
1427	0.20218609
1428	0.2021606626
1429	0.2021277239
1430	0.2021100037
1431	0.2020772647
1432	0.2020682509
1433	0.2020294673
1434	0.2019996214
1435	0.2019568989
1436	0.2019202804
1437	0.201885946
1438	0.2018537351
1439	0.2018208822
1440	0.2018062367
1441	0.2017738809
1442	0.2017505532
1443	0.201719437
1444	0.2016897622
1445	0.2016562092
1446	0.2016311579
1447	0.2015950653
1448	0.2015546433
1449	0.2015336664
1450	0.2015036848
1451	0.2014733315
1452	0.2014439553
1453	0.2014069248
1454	0.2013958383
1455	0.2013739177
1456	0.2013653505
1457	0.201342732
1458	0.2013057915
1459	0.201282075
1460	0.201272616
1461	0.2012604184
1462	0.20123637
1463	0.2012199035
1464	0.2011946997
1465	0.2011765172
1466	0.2011497826
1467	0.2011300233
1468	0.201124344
1469	0.201097559
1470	0.2010845851
1471	0.2010797558
1472	0.2010598734
1473	0.201045517
1474	0.2010286256
1475	0.2010033786
1476	0.2009824996
1477	0.2009677928
1478	0.2009271064
1479	0.2008964464
1480	0.2008675848
1481	0.20084443
1482	0.2008219434
1483	0.2008095661
1484	0.2007960118
1485	0.2007670168
1486	0.2007341411
1487	0.2007172061
1488	0.2006865911
1489	0.2006712076
1490	0.2006584613
1491	0.2006333648
1492	0.2006099797
1493	0.2005769034
1494	0.2005578029
1495	0.2005508799
1496	0.2005161859
1497	0.200497009
1498	0.2004722516
1499	0.2004371581
1500	0.2004108734
1501	0.2003911075
1502	0.2003600778
1503	0.200335538
1504	0.20030939
1505	0.2002809908
1506	0.2002637648
1507	0.2002505925
1508	0.200209008
1509	0.2001986159
1510	0.2001606978
1511	0.2001302305
1512	0.200102504
1513	0.2000935504
1514	0.2000730216
